"";"municipalities$address";"lon";"lat"
"1486";"Benice, Martin, Slovakia";18,8713088;48,9956076
"1487";"Bertotovce, Prešov, Slovakia";21,0246294;49,0228639
"1488";"Bešeňová, Ružomberok, Slovakia";19,4347201;49,1002105
"1489";"Bidovce, Košice - okolie, Slovakia";21,4392562;48,7364136
"1490";"Bijacovce, Levoča, Slovakia";20,7983113;49,0243817
"1491";"Biskupice, Lučenec, Slovakia";19,8353625;48,2502046
"1492";"Blatná na Ostrove, Dunajská Streda, Slovakia";17,4426022;48,0074778
"1493";"Blatné Revištia, Sobrance, Slovakia";22,0792906;48,7343902
"1494";"Blesovce, Topoľčany, Slovakia";18,0385403;48,5573505
"1495";"Bobrovček, Liptovský Mikuláš, Slovakia";19,6030968;49,1429077
"1496";"Bodíky, Dunajská Streda, Slovakia";17,4576417;47,9253762
"1497";"Bodružal, Svidník, Slovakia";21,70846;49,3539777
"1498";"Bohdanovce, Košice - okolie, Slovakia";21,4011716;48,6565193
"1499";"Bohunice, Levice, Slovakia";18,752081;48,3330851
"1500";"Bojničky, Hlohovec, Slovakia";17,79809;48,391048
"1501";"Bolešov, Ilava, Slovakia";18,1571751;48,985818
"1502";"Borčice, Ilava, Slovakia";18,1380117;48,9786284
"1503";"Borová, Trnava, Slovakia";17,4456784;48,3871508
"1504";"Borský Svätý Jur, Senica, Slovakia";17,0498101;48,6149393
"1505";"Boťany, Trebišov, Slovakia";22,0916572;48,4483091
"1506";"Branovo, Nové Zámky, Slovakia";18,3060643;48,023696
"1507";"Bratislava - Dúbravka, Bratislava IV, Slovakia";17,0290285;48,1888276
"1508";"Bratislava - Nové Mesto, Bratislava III, Slovakia";17,1368492;48,1671515
"1509";"Bratislava - Rusovce, Bratislava V, Slovakia";17,1450367;48,0560336
"1510";"Bratislava - Vrakuňa, Bratislava II, Slovakia";17,2129005;48,1421639
"1511";"Brehov, Trebišov, Slovakia";21,819578;48,4872876
"1512";"Brestov, Prešov, Slovakia";21,3484294;48,8687193
"1513";"Brestovec, Komárno, Slovakia";17,8248882;47,8600928
"1514";"Brezany, Žilina, Slovakia";18,6714562;49,189519
"1515";"Breznica, Stropkov, Slovakia";21,661267;49,1615781
"1516";"Brezolupy, Bánovce nad Bebravou, Slovakia";18,299713;48,7015162
"1517";"Brezovica, Tvrdošín, Slovakia";19,6518456;49,340821
"1518";"Brhlovce, Levice, Slovakia";18,7391032;48,2152468
"1519";"Brunovce, Nové Mesto nad Váhom, Slovakia";17,8556056;48,6729209
"1520";"Brutovce, Levoča, Slovakia";20,7739758;49,0862468
"1521";"Búč, Komárno, Slovakia";18,4467973;47,8082101
"1522";"Budikovany, Rimavská Sobota, Slovakia";20,0911652;48,4847709
"1523";"Budiš, Turčianske Teplice, Slovakia";18,7578904;48,872873
"1524";"Buková, Trnava, Slovakia";17,3953016;48,5420317
"1525";"Bukovina, Liptovský Mikuláš, Slovakia";19,4708667;49,1346909
"1526";"Bušince, Veľký Krtíš, Slovakia";19,5006452;48,1732384
"1527";"Byšta, Trebišov, Slovakia";21,5409259;48,5305976
"1528";"Bystré, Vranov nad Topľou, Slovakia";21,5419199;49,0062777
"1529";"Bžany, Stropkov, Slovakia";21,6376599;49,0911007
"1530";"Bziny, Dolný Kubín, Slovakia";19,3233458;49,2275481
"1531";"Cabaj - Čápor, Nitra, Slovakia";18,0208877;48,2457594
"1532";"Čabradský Vrbovok, Krupina, Slovakia";19,0773311;48,2569651
"1533";"Čaka, Levice, Slovakia";18,4693547;48,0397553
"1534";"Čakany, Dunajská Streda, Slovakia";17,3616622;48,1158548
"1535";"Čamovce, Lučenec, Slovakia";19,8867311;48,2494919
"1536";"Častá, Pezinok, Slovakia";17,357868;48,400001
"1537";"Čataj, Senec, Slovakia";17,4759499;48,2700553
"1538";"Čečejovce, Košice - okolie, Slovakia";21,0655753;48,598203
"1539";"Čekovce, Krupina, Slovakia";19,1216874;48,3507523
"1540";"Čelkova Lehota, Považská Bystrica, Slovakia";18,5242936;49,0171095
"1541";"Čenkovce, Dunajská Streda, Slovakia";17,4337541;48,1060696
"1542";"Čerín, Banská Bystrica, Slovakia";19,2474661;48,6606329
"1543";"Cernina, Svidník, Slovakia";21,4744316;49,2967576
"1544";"Čertižné, Medzilaborce, Slovakia";21,8271947;49,3510598
"1545";"Červenica pri Sabinove, Sabinov, Slovakia";21,0257126;49,1351884
"1546";"Červený Kláštor, Kežmarok, Slovakia";20,4053151;49,3917746
"1547";"Chľaba, Nové Zámky, Slovakia";18,8278526;47,8297983
"1548";"Chmeľov, Prešov, Slovakia";21,4386341;49,0678055
"1549";"Chminianska Nová Ves, Prešov, Slovakia";21,077974;49,0020049
"1550";"Choňkovce, Sobrance, Slovakia";22,2433513;48,7792951
"1551";"Chotín, Komárno, Slovakia";18,2373208;47,8035782
"1552";"Chrastince, Veľký Krtíš, Slovakia";19,2489818;48,0909931
"1553";"Chrťany, Veľký Krtíš, Slovakia";19,4607128;48,2914022
"1554";"Chvojnica, Myjava, Slovakia";17,4104929;48,7995075
"1555";"Čičarovce, Michalovce, Slovakia";22,0179555;48,5398455
"1556";"Čierna, Trebišov, Slovakia";22,1100424;48,430242
"1557";"Čierna Voda, Galanta, Slovakia";17,6533797;48,1293794
"1558";"Čierne Pole, Michalovce, Slovakia";22,0783604;48,5788446
"1559";"Čifáre, Nitra, Slovakia";18,3916798;48,2318949
"1560";"Cigla, Svidník, Slovakia";21,3967294;49,3589001
"1561";"Cinobaňa, Poltár, Slovakia";19,6520552;48,4463316
"1562";"Čoltovo, Rožňava, Slovakia";20,3740355;48,4947534
"1563";"Ďačov, Sabinov, Slovakia";20,9295338;49,1484432
"1564";"Ďanová, Martin, Slovakia";18,9133816;48,9766662
"1565";"Debraď, Košice - okolie, Slovakia";20,9788813;48,6507273
"1566";"Dedinka, Nové Zámky, Slovakia";18,4203853;48,0685506
"1567";"Demänovská Dolina, Liptovský Mikuláš, Slovakia";19,5812368;48,969324
"1568";"Detvianska Huta, Detva, Slovakia";19,5913581;48,5695467
"1569";"Diaková, Martin, Slovakia";18,9640676;49,0509751
"1570";"Divín, Lučenec, Slovakia";19,5353544;48,4496343
"1571";"Dlhá nad Kysucou, Čadca, Slovakia";18,6384947;49,3908648
"1572";"Dlhé Klčovo, Vranov nad Topľou, Slovakia";21,7385489;48,8111745
"1573";"Dlhoňa, Svidník, Slovakia";21,568945;49,403553
"1574";"Dobrá Voda, Trnava, Slovakia";17,5385073;48,5973319
"1575";"Dobšiná, Rožňava, Slovakia";20,3747868;48,819625
"1576";"Doľany, Levoča, Slovakia";20,6543053;49,0128638
"1577";"Dolná Lehota, Brezno, Slovakia";19,5062494;48,8356682
"1578";"Dolná Seč, Levice, Slovakia";18,5637007;48,1758547
"1579";"Dolná Tižina, Žilina, Slovakia";18,9161908;49,2148258
"1580";"Dolné Dubové, Trnava, Slovakia";17,6061444;48,4944001
"1581";"Dolné Mladonice, Krupina, Slovakia";19,127965;48,3383246
"1582";"Dolné Otrokovce, Hlohovec, Slovakia";17,9130644;48,4661058
"1583";"Dolné Srnie, Nové Mesto nad Váhom, Slovakia";17,8216742;48,7989306
"1584";"Dolné Zahorany, Rimavská Sobota, Slovakia";19,9007536;48,3511373
"1585";"Dolný Chotár, Galanta, Slovakia";17,8673653;48,0003153
"1586";"Dolný Kubín, Dolný Kubín, Slovakia";19,2968746;49,212679
"1587";"Dolný Pial, Levice, Slovakia";18,4619925;48,1313987
"1588";"Domaníky, Krupina, Slovakia";18,990158;48,2634731
"1589";"Drábsko, Brezno, Slovakia";19,6531354;48,6502473
"1590";"Dražice, Rimavská Sobota, Slovakia";20,0664365;48,4371183
"1591";"Drienica, Sabinov, Slovakia";21,1084661;49,1291353
"1592";"Drienovská Nová Ves, Prešov, Slovakia";21,242793;48,8999827
"1593";"Družstevná pri Hornáde, Košice - okolie, Slovakia";21,2491673;48,805242
"1594";"Dubinné, Bardejov, Slovakia";21,4413371;49,2439523
"1595";"Dubno, Rimavská Sobota, Slovakia";20,0015784;48,1906468
"1596";"Dubovany, Piešťany, Slovakia";17,7310356;48,5288159
"1597";"Dubovec, Rimavská Sobota, Slovakia";20,153953;48,2935527
"1598";"Dúbrava, Snina, Slovakia";22,3560652;48,8760221
"1599";"Ducové, Piešťany, Slovakia";17,8682601;48,628153
"1600";"Dulova Ves, Prešov, Slovakia";21,3014876;48,9553846
"1601";"Dunajská Lužná, Senec, Slovakia";17,2590955;48,0849246
"1602";"Ďurčiná, Žilina, Slovakia";18,6541263;49,0622939
"1603";"Ďurkov, Košice - okolie, Slovakia";21,4464422;48,7079075
"1604";"Dvorec, Bánovce nad Bebravou, Slovakia";18,2243043;48,7071553
"1605";"Dvory nad Žitavou, Nové Zámky, Slovakia";18,2642292;47,9926466
"1606";"Farná, Levice, Slovakia";18,5114219;48,0057293
"1607";"Fiľakovo, Lučenec, Slovakia";19,8222544;48,2706491
"1608";"Forbasy, Stará Ľubovňa, Slovakia";20,616359;49,2984524
"1609";"Fulianka, Prešov, Slovakia";21,3298561;49,0651466
"1610";"Galanta, Galanta, Slovakia";17,7266636;48,1895413
"1611";"Gbeľany, Žilina, Slovakia";18,8483778;49,2123141
"1612";"Gelnica, Gelnica, Slovakia";20,933943;48,8518087
"1613";"Gemerská Panica, Rožňava, Slovakia";20,3511318;48,4734024
"1614";"Gemerské Michalovce, Rimavská Sobota, Slovakia";20,2124057;48,4370467
"1615";"Geraltov, Prešov, Slovakia";21,2596825;49,1378656
"1616";"Giraltovce, Svidník, Slovakia";21,5149024;49,1125999
"1617";"Gočovo, Rožňava, Slovakia";20,4178298;48,7584319
"1618";"Granč - Petrovce, Levoča, Slovakia";20,8032781;48,996197
"1619";"Gruzovce, Humenné, Slovakia";21,8643083;48,9742286
"1620";"Hačava, Košice - okolie, Slovakia";20,8363417;48,6676428
"1621";"Hajnáčka, Rimavská Sobota, Slovakia";19,953033;48,2163218
"1622";"Halič, Lučenec, Slovakia";19,5740046;48,3539631
"1623";"Handlová, Prievidza, Slovakia";18,7598695;48,7290079
"1624";"Hanková, Rožňava, Slovakia";20,3139914;48,7486185
"1625";"Harakovce, Levoča, Slovakia";20,8452943;48,9972988
"1626";"Hatalov, Michalovce, Slovakia";21,8878294;48,6603137
"1627";"Havranec, Svidník, Slovakia";21,5555387;49,4109788
"1628";"Helcmanovce, Gelnica, Slovakia";20,868947;48,8293054
"1629";"Hencovce, Vranov nad Topľou, Slovakia";21,7306644;48,8730844
"1630";"Hermanovce nad Topľou, Vranov nad Topľou, Slovakia";21,5089241;48,9823612
"1631";"Hincovce, Spišská Nová Ves, Slovakia";20,7254891;48,9588932
"1632";"Hliník nad Hronom, Žiar nad Hronom, Slovakia";18,7819666;48,5410574
"1633";"Hniezdne, Stará Ľubovňa, Slovakia";20,6307616;49,303324
"1634";"Hnúšťa, Rimavská Sobota, Slovakia";19,9536192;48,5746472
"1635";"Hodruša - Hámre, Žarnovica, Slovakia";18,7626506;48,4607226
"1636";"Holíč, Skalica, Slovakia";17,161572;48,8132665
"1637";"Honce, Rožňava, Slovakia";20,4054597;48,6679477
"1638";"Hontianske Tesáre, Krupina, Slovakia";18,9213893;48,2045684
"1639";"Hôrky, Žilina, Slovakia";18,6926821;49,2037565
"1640";"Horná Krupá, Trnava, Slovakia";17,5279177;48,5133306
"1641";"Horná Mičiná, Banská Bystrica, Slovakia";19,2115275;48,6980035
"1642";"Horná Streda, Nové Mesto nad Váhom, Slovakia";17,8434303;48,6556701
"1643";"Horná Ves, Prievidza, Slovakia";18,4905386;48,6087339
"1644";"Horné Chlebany, Topoľčany, Slovakia";18,2223839;48,6044847
"1645";"Horné Mladonice, Krupina, Slovakia";19,1509819;48,3438419
"1646";"Horné Orešany, Trnava, Slovakia";17,4395804;48,4662884
"1647";"Horné Saliby, Galanta, Slovakia";17,7489168;48,1248573
"1648";"Horné Strháre, Veľký Krtíš, Slovakia";19,3614908;48,2709073
"1649";"Horné Zahorany, Rimavská Sobota, Slovakia";20,0089587;48,4609797
"1650";"Horný Hričov, Žilina, Slovakia";18,6591532;49,2576645
"1651";"Horný Tisovník, Detva, Slovakia";19,3617039;48,4165117
"1652";"Hoste, Galanta, Slovakia";17,6388048;48,2607253
"1653";"Hosťová, Nitra, Slovakia";18,207214;48,3389559
"1654";"Hozelec, Poprad, Slovakia";20,3466937;49,0344152
"1655";"Hrabovčík, Svidník, Slovakia";21,5568757;49,2817346
"1656";"Hrabské, Bardejov, Slovakia";21,0735123;49,3385189
"1657";"Hradisko, Kežmarok, Slovakia";20,5224607;49,0572521
"1658";"Hrádok, Nové Mesto nad Váhom, Slovakia";17,8882504;48,6980375
"1659";"Hrašné, Myjava, Slovakia";17,6634536;48,7507156
"1660";"Hriadky, Trebišov, Slovakia";21,7068167;48,699931
"1661";"Hrkovce, Levice, Slovakia";18,9024405;48,0881584
"1662";"Hrnčiarske Zalužany, Poltár, Slovakia";19,8701666;48,4054697
"1663";"Hronovce, Levice, Slovakia";18,6555571;48,0039919
"1664";"Hronské Kľačany, Levice, Slovakia";18,569637;48,2404493
"1665";"Hruboňovo, Nitra, Slovakia";18,0235964;48,4395551
"1666";"Hrušov, Rožňava, Slovakia";20,63417;48,5827514
"1667";"Hubice, Dunajská Streda, Slovakia";17,3971613;48,0958484
"1668";"Hubovo, Rimavská Sobota, Slovakia";20,3674505;48,399089
"1669";"Humenné, Humenné, Slovakia";21,9078917;48,932454
"1670";"Hurbanovo, Komárno, Slovakia";18,1958167;47,8795102
"1671";"Huty, Liptovský Mikuláš, Slovakia";19,5660387;49,2192101
"1672";"Hýľov, Košice - okolie, Slovakia";21,1039732;48,7300441
"1673";"Ilava, Ilava, Slovakia";18,2332775;48,9962271
"1674";"Iňa, Levice, Slovakia";18,4181389;48,1724238
"1675";"Ipeľské Úľany, Levice, Slovakia";19,051118;48,1257062
"1676";"Ivančiná, Turčianske Teplice, Slovakia";18,8110057;48,9113602
"1677";"Ivanovce, Trenčín, Slovakia";17,9029197;48,8304234
"1678";"Jabloň, Humenné, Slovakia";21,9797921;49,06604
"1679";"Jablonov, Levoča, Slovakia";20,7191622;49,0173615
"1680";"Jablonové, Bytča, Slovakia";18,5649132;49,1829334
"1681";"Jakovany, Sabinov, Slovakia";21,0714184;49,1539746
"1682";"Jakubovany, Liptovský Mikuláš, Slovakia";19,7247976;49,1031035
"1683";"Jalovec, Prievidza, Slovakia";18,7437491;48,7718578
"1684";"Jamník, Liptovský Mikuláš, Slovakia";19,7097353;49,0720992
"1685";"Janíky, Dunajská Streda, Slovakia";17,3914064;48,1415246
"1686";"Jánovce, Galanta, Slovakia";17,5315571;48,1769772
"1687";"Jarabá, Brezno, Slovakia";19,6888747;48,8897606
"1688";"Jasenica, Považská Bystrica, Slovakia";18,4502389;49,1797916
"1689";"Jasenová, Dolný Kubín, Slovakia";19,294667;49,176072
"1690";"Jaslovské Bohunice, Trnava, Slovakia";17,6473997;48,4761986
"1691";"Jastrabie nad Topľou, Vranov nad Topľou, Slovakia";21,6043843;48,9401445
"1692";"Jedlinka, Bardejov, Slovakia";21,3704615;49,3988511
"1693";"Jelšava, Revúca, Slovakia";20,2408464;48,627273
"1694";"Jesenské, Levice, Slovakia";18,4100134;48,1637462
"1695";"Jezersko, Kežmarok, Slovakia";20,3353579;49,2990583
"1696";"Jurkova Voľa, Svidník, Slovakia";21,5109397;49,3218308
"1697";"Kačanov, Michalovce, Slovakia";21,8457105;48,6120129
"1698";"Kaľava, Spišská Nová Ves, Slovakia";20,8682643;48,9346005
"1699";"Kalná nad Hronom, Levice, Slovakia";18,5184009;48,1986089
"1700";"Kalonda, Lučenec, Slovakia";19,6565372;48,2577709
"1701";"Kamanová, Topoľčany, Slovakia";18,1010472;48,4698136
"1702";"Kamenica nad Cirochou, Humenné, Slovakia";21,9986214;48,9300636
"1703";"Kamenín, Nové Zámky, Slovakia";18,6451289;47,8879238
"1704";"Kamenný Most, Nové Zámky, Slovakia";18,6532232;47,8540765
"1705";"Kapince, Nitra, Slovakia";17,9753489;48,4492773
"1706";"Kapušianske Kľačany, Michalovce, Slovakia";22,10549;48,5288084
"1707";"Kátlovce, Trnava, Slovakia";17,6104066;48,5259601
"1708";"Kecerovský Lipovec, Košice - okolie, Slovakia";21,4344689;48,8444943
"1709";"Kendice, Prešov, Slovakia";21,2416098;48,9252266
"1710";"Kiarov, Veľký Krtíš, Slovakia";19,4088629;48,1102653
"1711";"Kladzany, Vranov nad Topľou, Slovakia";21,7507445;48,8870105
"1712";"Klátova Nová Ves, Partizánske, Slovakia";18,3070319;48,5643251
"1713";"Klenová, Snina, Slovakia";22,3337859;48,9416115
"1714";"Klin nad Bodrogom, Trebišov, Slovakia";21,7244125;48,3840058
"1715";"Klokočov, Michalovce, Slovakia";22,0289371;48,8119065
"1716";"Kľušov, Bardejov, Slovakia";21,2595514;49,2449876
"1717";"Kobyly, Bardejov, Slovakia";21,2967948;49,2135319
"1718";"Kociha, Rimavská Sobota, Slovakia";19,9444454;48,479047
"1719";"Kojatice, Prešov, Slovakia";21,1297589;48,9991127
"1720";"Kokšov - Bakša, Košice - okolie, Slovakia";21,3247508;48,6472936
"1721";"Kolárovice, Bytča, Slovakia";18,5236471;49,2581374
"1722";"Kolibabovce, Sobrance, Slovakia";22,254921;48,7206341
"1723";"Kolta, Nové Zámky, Slovakia";18,4133819;48,0171183
"1724";"Komárovce, Košice - okolie, Slovakia";21,1210827;48,5744603
"1725";"Koniarovce, Topoľčany, Slovakia";18,0933019;48,4299586
"1726";"Koňuš, Sobrance, Slovakia";22,2646684;48,7748669
"1727";"Koprivnica, Bardejov, Slovakia";21,397732;49,1574943
"1728";"Koromľa, Sobrance, Slovakia";22,2924754;48,7149414
"1729";"Koš, Prievidza, Slovakia";18,5997397;48,7383777
"1730";"Košecké Podhradie, Ilava, Slovakia";18,3058988;48,9729565
"1731";"Košice - Juh, Košice IV, Slovakia";21,2570841;48,7092508
"1732";"Košice - Lorinčík, Košice II, Slovakia";21,1952577;48,6879213
"1733";"Košice - Pereš, Košice II, Slovakia";21,211786;48,6888583
"1734";"Košice - Sever, Košice I, Slovakia";21,2461837;48,7366124
"1735";"Košice - Ťahanovce, Košice I, Slovakia";21,2551353;48,757492
"1736";"Košická Polianka, Košice - okolie, Slovakia";21,3477646;48,6923922
"1737";"Kosihy nad Ipľom, Veľký Krtíš, Slovakia";19,174196;48,0769317
"1738";"Košťany nad Turcom, Martin, Slovakia";18,9050113;49,0280107
"1739";"Kostolište, Malacky, Slovakia";16,9868224;48,4467096
"1740";"Kostolné, Myjava, Slovakia";17,707525;48,7361445
"1741";"Kotmanová, Lučenec, Slovakia";19,5799398;48,4854049
"1742";"Kováčovce, Veľký Krtíš, Slovakia";19,4580113;48,0949527
"1743";"Kožany, Bardejov, Slovakia";21,4897937;49,2158999
"1744";"Kožuchov, Trebišov, Slovakia";21,7247867;48,5658343
"1745";"Krajná Bystrá, Svidník, Slovakia";21,6774127;49,3849838
"1746";"Krajné Čierno, Svidník, Slovakia";21,6634724;49,349858
"1747";"Kráľov Brod, Galanta, Slovakia";17,8271182;48,0600885
"1748";"Kraľovany, Dolný Kubín, Slovakia";19,1271609;49,1513927
"1749";"Kráľovský Chlmec, Trebišov, Slovakia";21,9780619;48,4249637
"1750";"Krasňany, Žilina, Slovakia";18,8851585;49,2136622
"1751";"Krásnohorské Podhradie, Rožňava, Slovakia";20,5979715;48,65331
"1752";"Kravany, Trebišov, Slovakia";21,6414921;48,7595619
"1753";"Kremnica, Žiar nad Hronom, Slovakia";18,9176298;48,7029706
"1754";"Kristy, Sobrance, Slovakia";22,1891091;48,6848857
"1755";"Krivé, Bardejov, Slovakia";21,1522283;49,2925204
"1756";"Krížová Ves, Kežmarok, Slovakia";20,4858156;49,1887648
"1757";"Krnča, Topoľčany, Slovakia";18,2518589;48,5428777
"1758";"Krškany, Levice, Slovakia";18,6761143;48,2145534
"1759";"Krušetnica, Námestovo, Slovakia";19,3412348;49,3789766
"1760";"Kružlová, Svidník, Slovakia";21,5822885;49,3637513
"1761";"Kubáňovo, Levice, Slovakia";18,8077073;48,0572511
"1762";"Kuklov, Senica, Slovakia";17,0667959;48,6406593
"1763";"Kunešov, Žiar nad Hronom, Slovakia";18,8694595;48,7319202
"1764";"Kurimany, Levoča, Slovakia";20,5406039;48,9981511
"1765";"Kútniky, Dunajská Streda, Slovakia";17,659606;47,9774692
"1766";"Kvačany, Liptovský Mikuláš, Slovakia";19,5424039;49,1676597
"1767";"Kvetoslavov, Dunajská Streda, Slovakia";17,3423665;48,0574144
"1768";"Kysak, Košice - okolie, Slovakia";21,2209867;48,8534279
"1769";"Kysucký Lieskovec, Kysucké Nové Mesto, Slovakia";18,8113886;49,3374646
"1770";"Lackovce, Humenné, Slovakia";21,9568429;48,9403945
"1771";"Ladmovce, Trebišov, Slovakia";21,7811118;48,4121936
"1772";"Ladzany, Krupina, Slovakia";18,904843;48,2644132
"1773";"Laškovce, Michalovce, Slovakia";21,8498466;48,70073
"1774";"Lazany, Prievidza, Slovakia";18,621541;48,8186709
"1775";"Lechnica, Kežmarok, Slovakia";20,4082069;49,3830247
"1776";"Lehnice, Dunajská Streda, Slovakia";17,4551614;48,0516488
"1777";"Lehôtka, Lučenec, Slovakia";19,5426403;48,33983
"1778";"Leles, Trebišov, Slovakia";22,025931;48,4662385
"1779";"Lendak, Kežmarok, Slovakia";20,3519188;49,2372876
"1780";"Lesenice, Veľký Krtíš, Slovakia";19,2468434;48,1056139
"1781";"Lešť (vojenský obvod), Zvolen, Slovakia";19,316667;48,35
"1782";"Leváre, Revúca, Slovakia";20,2543199;48,513478
"1783";"Ležiachov, Martin, Slovakia";18,8578222;48,9801963
"1784";"Liesek, Tvrdošín, Slovakia";19,6762961;49,3607719
"1785";"Liešno, Turčianske Teplice, Slovakia";18,7657965;48,8892136
"1786";"Lietavská Svinná - Babkov, Žilina, Slovakia";18,6752126;49,1523067
"1787";"Lipník, Prievidza, Slovakia";18,7105561;48,7793639
"1788";"Lipovany, Lučenec, Slovakia";19,7087537;48,2213365
"1789";"Lipovec, Rimavská Sobota, Slovakia";20,0659631;48,5501788
"1790";"Liptovská Kokava, Liptovský Mikuláš, Slovakia";19,8190218;49,0903746
"1791";"Liptovská Sielnica, Liptovský Mikuláš, Slovakia";19,5138342;49,1449718
"1792";"Liptovské Beharovce, Liptovský Mikuláš, Slovakia";19,577934;49,13654
"1793";"Liptovské Sliače, Ružomberok, Slovakia";19,3899019;49,0609243
"1794";"Liptovský Mikuláš, Liptovský Mikuláš, Slovakia";19,6192067;49,0811487
"1795";"Lisková, Ružomberok, Slovakia";19,351319;49,0879716
"1796";"Livina, Partizánske, Slovakia";18,2519297;48,6496356
"1797";"Lodno, Kysucké Nové Mesto, Slovakia";18,8681439;49,3346449
"1798";"Lomná, Námestovo, Slovakia";19,3035004;49,3618685
"1799";"Lopašov, Skalica, Slovakia";17,3285524;48,7505797
"1800";"Lovča, Žiar nad Hronom, Slovakia";18,8152236;48,5729373
"1801";"Ložín, Michalovce, Slovakia";21,8361359;48,6592491
"1802";"Lubeník, Revúca, Slovakia";20,196897;48,6550691
"1803";"Ľubiša, Humenné, Slovakia";21,9472438;49,0048075
"1804";"Ľubotice, Prešov, Slovakia";21,2750757;49,0117654
"1805";"Lučatín, Banská Bystrica, Slovakia";19,3193881;48,7831449
"1806";"Lúčka, Levoča, Slovakia";20,728866;49,0246207
"1807";"Lúčky, Ružomberok, Slovakia";19,4042564;49,1259606
"1808";"Ludanice, Topoľčany, Slovakia";18,1180669;48,4991746
"1809";"Lúka, Nové Mesto nad Váhom, Slovakia";17,8785036;48,6569845
"1810";"Lukavica, Bardejov, Slovakia";21,3191877;49,2635361
"1811";"Lula, Levice, Slovakia";18,3582879;48,1777075
"1812";"Lutiše, Žilina, Slovakia";18,9561486;49,2914883
"1813";"Lužianky, Nitra, Slovakia";18,0280403;48,3457384
"1814";"Macov, Dunajská Streda, Slovakia";17,4285248;48,0210182
"1815";"Majcichov, Trnava, Slovakia";17,6311736;48,2842643
"1816";"Makovce, Stropkov, Slovakia";21,7527093;49,2581168
"1817";"Malá Domaša, Vranov nad Topľou, Slovakia";21,7105248;48,9691425
"1818";"Malá Lehota, Žarnovica, Slovakia";18,5715897;48,499967
"1819";"Malá Poľana, Stropkov, Slovakia";21,8251373;49,281053
"1820";"Málaš, Levice, Slovakia";18,5245452;48,0506153
"1821";"Malcov, Bardejov, Slovakia";21,0640149;49,3057935
"1822";"Malé Hoste, Bánovce nad Bebravou, Slovakia";18,1396403;48,6974933
"1823";"Malé Lednice, Považská Bystrica, Slovakia";18,5723138;49,0687423
"1824";"Malé Raškovce, Michalovce, Slovakia";21,9176558;48,5785843
"1825";"Malé Uherce, Partizánske, Slovakia";18,4026847;48,6213455
"1826";"Málinec, Poltár, Slovakia";19,6808388;48,4974987
"1827";"Malý Čepčín, Turčianske Teplice, Slovakia";18,8401707;48,9028185
"1828";"Malý Krtíš, Veľký Krtíš, Slovakia";19,3535972;48,1896831
"1829";"Malý Slavkov, Kežmarok, Slovakia";20,3873285;49,1366618
"1830";"Mankovce, Zlaté Moravce, Slovakia";18,3260511;48,426105
"1831";"Marianka, Malacky, Slovakia";17,0620978;48,2492553
"1832";"Maršová - Rašov, Bytča, Slovakia";18,5138489;49,1807236
"1833";"Martinová, Rimavská Sobota, Slovakia";20,1735899;48,2973277
"1834";"Matejovce nad Hornádom, Spišská Nová Ves, Slovakia";20,6714872;48,9167905
"1835";"Maťovské Vojkovce, Michalovce, Slovakia";22,1406081;48,564692
"1836";"Medvedie, Svidník, Slovakia";21,6402542;49,3990535
"1837";"Medzianky, Vranov nad Topľou, Slovakia";21,4709592;49,0377615
"1838";"Melčice - Lieskové, Trenčín, Slovakia";17,9147928;48,8456961
"1839";"Merašice, Hlohovec, Slovakia";17,9467537;48,4634796
"1840";"Mičakovce, Svidník, Slovakia";21,5200752;49,0919478
"1841";"Michaľany, Trebišov, Slovakia";21,6213111;48,5138436
"1842";"Michalovce, Michalovce, Slovakia";21,9183859;48,7556769
"1843";"Miková, Stropkov, Slovakia";21,8238776;49,2937379
"1844";"Milhosť, Košice - okolie, Slovakia";21,2679447;48,5394356
"1845";"Mirkovce, Prešov, Slovakia";21,3252337;48,8896195
"1846";"Mlynčeky, Kežmarok, Slovakia";20,3846636;49,167468
"1847";"Mníšek nad Hnilcom, Gelnica, Slovakia";20,8046612;48,8042205
"1848";"Močiar, Banská Štiavnica, Slovakia";18,9459976;48,5406191
"1849";"Modrová, Nové Mesto nad Váhom, Slovakia";17,897734;48,6421064
"1850";"Mojš, Žilina, Slovakia";18,8212197;49,1993248
"1851";"Mokrance, Košice - okolie, Slovakia";21,0203475;48,5974921
"1852";"Moldava nad Bodvou, Košice - okolie, Slovakia";20,998496;48,6129093
"1853";"Moravský Svätý Ján, Senica, Slovakia";17,0015137;48,5902166
"1854";"Moštenica, Banská Bystrica, Slovakia";19,292267;48,8071983
"1855";"Motyčky, Banská Bystrica, Slovakia";19,170045;48,8599256
"1856";"Mudrovce, Košice - okolie, Slovakia";21,4506239;48,8279477
"1857";"Muránska Huta, Revúca, Slovakia";20,1133587;48,7763974
"1858";"Mužla, Nové Zámky, Slovakia";18,5974801;47,7922734
"1859";"Mýtne Ludany, Levice, Slovakia";18,6634988;48,1648685
"1860";"Ňagov, Medzilaborce, Slovakia";21,9371167;49,2534557
"1861";"Nána, Nové Zámky, Slovakia";18,6926701;47,8156147
"1862";"Necpaly, Martin, Slovakia";18,9671716;48,9857468
"1863";"Nededza, Žilina, Slovakia";18,8362166;49,2198329
"1864";"Nemčiňany, Zlaté Moravce, Slovakia";18,4455167;48,3066304
